Id,ClassLabel
1,0.014622122
2,0.0379799
3,0.003545642
4,0.38551247
5,0.005282402
6,0.5020757
7,0.00047439337
8,0.006379664
9,0.0051237047
10,0.30194563
11,0.069138765
12,8.407235e-05
13,0.004859239
14,0.56608725
15,0.97261596
16,0.0020659864
17,0.2569415
18,0.0757297
19,0.49875638
20,0.0065130293
21,0.0010837913
22,0.16764149
23,0.0009771585
24,0.014287263
25,0.83625203
26,0.1938721
27,0.40101779
28,0.3804935
29,0.16386607
30,0.02024445
31,0.0065582097
32,0.051529706
33,0.0007198155
34,0.00033456087
35,0.0011996329
36,0.00019425154
37,0.007199526
38,0.023136884
39,0.0014505684
40,0.0038903654
41,0.16719559
42,0.0037686825
43,0.09334484
44,0.048663914
45,0.05572501
46,0.27928078
47,0.006026715
48,0.0005437434
49,0.0431706
50,0.0024487972
51,0.0007747412
52,0.0031293333
53,0.28482586
54,0.001100868
55,0.3644935
56,0.00449574
57,0.16078576
58,0.00044736266
59,0.21030834
60,0.005224079
61,0.15432096
62,0.00053849816
63,0.0003556013
64,0.00054192543
65,0.33263946
66,0.002745241
67,0.0038485825
68,0.39714462
69,0.6364043
70,0.00092467666
71,0.29833257
72,0.0007611811
73,0.010845929
74,0.0004451871
75,0.00011944771
76,0.61610264
77,0.1190058
78,0.00026386976
79,0.00043442845
80,0.21091232
81,0.0066259205
82,0.00018268824
83,0.002001077
84,0.0012468696
85,0.4200597
86,0.0010701418
87,0.015438527
88,0.00014331937
89,0.85631084
90,0.01020667
91,0.00018972158
92,0.00069501996
93,0.10553649
94,0.026493758
95,0.1816634
96,0.93414193
97,0.950282
98,0.022496939
99,0.013507813
100,0.26749632
101,0.006987542
102,0.0012355745
103,0.34247875
104,0.00010213256
105,0.540905
106,0.4459715
107,0.0013516545
108,0.29720306
109,0.00065732
110,0.18117392
111,0.00013789535
112,0.38280132
113,0.12225202
114,0.0018034577
115,0.0020847619
116,0.0011726618
117,0.9918537
118,0.26981798
119,0.09947744
120,0.0023141205
121,0.0017277896
122,0.80230707
123,0.00029480457
124,0.20012385
125,0.17645842
126,9.635091e-05
127,8.8363886e-05
128,0.4906907
129,0.19003806
130,0.0010652542
131,0.0015870631
132,0.03984323
133,0.0013728142
134,0.00039708614
135,0.0008715987
136,0.084931284
137,0.00012293458
138,0.015511811
139,0.06593293
140,0.0004824102
141,0.001583606
142,0.3745156
143,0.10382578
144,0.0071356297
145,0.02417934
146,0.010881931
147,0.0013847053
148,0.059634954
149,0.00019082427
150,0.061010003
151,0.0004029274
152,0.00017392635
153,0.00063586235
154,0.18766871
155,0.009894997
156,0.3094958
157,0.030259967
158,0.0032697916
159,0.87635994
160,0.0017423034
161,0.0133343935
162,0.003337592
163,0.60755825
164,0.003237933
165,0.032709688
166,0.857525
167,0.011915952
168,0.052213877
169,0.15250367
170,0.16754436
171,0.14676046
172,0.0053707063
173,0.40195683
174,0.00010916591
175,0.00062698126
176,0.0016486645
177,0.0015070736
178,0.32102594
179,0.2634246
180,0.00329867
181,0.00046488643
182,0.00018137693
183,0.00023689866
184,0.00012251735
185,0.0019166768
186,0.15081573
187,0.021893322
188,0.0003094077
189,0.00042542815
190,0.0029310286
191,0.03878668
192,0.0011097789
193,0.0006687045
194,0.0069565773
195,0.05398318
196,0.69104016
197,0.04927224
198,0.06052643
199,0.0022325218
200,0.00044053793
201,0.8349513
202,0.0008546114
203,0.006226361
204,0.009138435
205,0.0003579259
206,0.7565938
207,0.53591615
208,0.004051119
209,0.7804307
210,0.00012648106
211,0.88039255
212,0.054477483
213,0.18096474
214,0.7758163
215,0.9491409
216,0.00011879206
217,0.012696505
218,0.6038484
219,0.009993464
220,0.74315304
221,0.00020837784
222,0.027585626
223,0.00035342574
224,0.19128361
225,0.28572834
226,0.448135
227,0.0021685958
228,0.018772006
229,0.7747553
230,7.6800585e-05
231,0.04206094
232,0.02263835
233,0.10752562
234,0.9069335
235,0.061360776
